,WV,FL,IL,MN,MD,RI,ID,NH,NC,VT,CT,DE,NM,CA,NJ,WI,OR,NE,PA,WA,LA,GA,AL,UT,OH,TX,CO,SC,OK,TN,WY,HI,ND,KY,ME,NY,NV,AK,MI,AR,MS,MO,MT,KS,IN,SD,MA,VA,DC,IA,AZ
2001-03-01,0.19931662870158462,2.411329238082982,0.11263499635592034,1.2540241072096947,1.210633946830253,1.276684805357875,3.1436314363143536,2.2863628993027296,0.651432381831718,1.1029411764705843,-0.42417815482502785,1.0693916349809873,2.2555375472717465,2.769866184348224,0.5304973098003707,0.12012860827472771,0.8507731478606395,0.6134297294336788,0.6975638112350024,0.3606820169046898,0.3019575177009459,1.1526141895129793,-0.815719269443882,1.6557530402245169,-0.7226562499999978,2.0264589120555065,2.5777899443379937,-1.6560030109145751,2.2480203999463155,-1.0793327761020377,1.8356278681685545,2.360475754803293,1.007018614586519,-0.87854162090929,1.0606562810739018,1.0504324280161903,4.344820776142977,1.235003528581502,-1.28638698630138,-0.16370842667584595,-2.093744614854387,-0.25382551309014456,-0.1272912423625261,0.9691367228269021,-1.7102515660733841,-0.07896814951301456,2.271697429236008,1.2014417300760805,1.2143858010275732,-0.8077000740391749,2.386302354844516
2001-04-01,0.07126567844926157,2.072065643952903,-0.16548619845104806,0.6003878281622965,0.906529462207506,0.8570234113712383,2.112045820655073,1.5516405366090114,0.11011241709559805,2.1556079488043167,-0.589101620029453,0.5718370264474748,1.9940716787927748,2.151369115839774,0.6123422089492347,-0.28901734104045396,0.2354107297732666,1.0662855886556022,0.22853526474930774,0.548646671543529,0.04682135053584169,0.5575739226965304,-0.6478149100257014,1.1189854531891141,-0.9166163356663093,1.8639418169445587,1.9196651958331312,-1.8666953574694722,2.1208269217903197,-0.9172970799985469,2.130325814536338,1.5104640582347395,0.8544400366188531,-0.7650814619110435,1.2088094055307197,0.23121521605260487,3.724449685534581,2.155477031802122,-1.8940685188341688,0.18153526970956513,-1.9763528091827132,-0.21062570359878796,0.07670672462285477,0.43074637950240025,-1.8626541163993093,-0.1581444385872377,1.5103195138094883,0.8026736745886609,0.4641089108910812,-0.35170781197159107,2.041915361486324
2001-05-01,-1.7807066741447053,1.6677557746398897,-0.29437544445730657,0.5861489639723549,1.028739386022215,0.20828993959591813,1.4962593516209433,1.5009683666881823,-0.3040911762451137,1.3069705093833983,-0.6931798155436764,0.47675804529201393,1.9228183407287824,1.5145580362971645,0.619528957335258,-0.3141656959299688,-0.35176499629721025,0.9094893710278384,-0.03510619624363942,-0.04368401892973495,-0.3834196891191799,-0.057791848836630244,-1.2949787582535732,0.9585853885528017,-1.2823241460040435,1.3376510677926667,1.2810646869765963,-2.544461109920715,1.645679259111188,-1.3458802932487024,2.3799582463465585,0.9990917347865613,0.7005787389582796,-1.1851201580160176,0.9593119417796725,0.1276546361842934,3.1274433150899172,1.8668545262416458,-2.150560552453229,-0.28458088996204944,-2.4610618707512133,-0.2578349130261115,-0.050916496945008216,0.14819205690574933,-2.479994709344624,0.39693040486901143,1.2687150502074473,0.48691591446226035,0.8671415298854068,-0.40562466197945346,1.145735812045845
2001-06-01,0.2002002002002179,1.5576942156960039,-0.5233873231297537,0.2684263505200679,0.8181707168152474,0.4182350480970376,1.6967315592069987,1.096243753022752,-0.8767235007773211,1.4395714763977274,-0.8335779277957145,0.11865211200758896,2.2632358884548065,1.1662806474159515,0.5059486537257296,-0.8556940629621868,-0.5302423084037278,0.6109535238926433,-0.061402431536283775,-0.22216556797901577,0.10944910616563774,-0.20095958200406772,-1.2771195568548999,0.7063197026022205,-1.3856362217017804,1.1844260129959316,1.190152955018542,-3.1929093918522167,1.4814322726366846,-1.6685489453167723,3.2421052631578906,1.1928429423459397,1.1624349954114432,-0.9024376822758917,1.210412866854571,0.040646157776769165,3.38651267495349,1.830341429074256,-2.258153852708722,-0.5774368697750609,-2.396758341236327,-0.4092868267593919,0.33256587362497925,-0.06667160530410277,-2.3477598595979976,0.3711558854718966,0.8761401824291859,0.23866348448686736,0.415448530543161,-0.4401408450704247,1.2269664926605195
2001-07-01,-0.3558718861209953,1.1943800531463822,-0.8242986013407338,-0.037237013591506773,0.3737254742657514,-0.062434963579605096,1.3547237076648955,0.3056628056627986,-0.9178288249241495,1.4051522248243797,-1.1345692730569068,-0.5456702253855306,1.716968477531844,0.49297459915900177,-0.15257247192416168,-0.8358903819701724,-1.0056141649700923,0.7224958949096916,-0.5796035581704939,-0.2553812477198103,-0.1668230632885015,-0.703907815631255,-1.3826069078947345,0.5294445476500043,-1.7372151269161806,0.821585088969834,0.5459057071960149,-1.7322578898933627,1.0032555976347224,-2.0522728101192045,2.717391304347827,0.9580621836587033,-0.7235453723243856,-1.1619582576133158,0.19769357495882378,-0.6749247510997813,2.7234704795253473,2.2823033707865203,-2.548137407510076,-0.5181347150259086,-2.203975799481417,-0.7135575942915473,-0.12768130745658413,0.4160475482912318,-2.7505564229478807,0.5312084993359889,-0.09854864719583967,0.2584566446079073,0.18385169296766257,-1.1385838442363294,1.0920923598110033
2001-08-01,0.3726530027232222,1.0110981061300484,-1.280039639937236,-0.5273713139716141,0.4382939004099029,0.3964114333402824,1.0645848119233525,0.04830140074061351,-1.2531519828837712,0.9692513368984024,-1.038062283737018,-0.3095238095238151,1.4981273408239515,0.26536960733485326,-0.15017645733736984,-1.1059842907963802,-1.3261781396496475,0.7863695937090354,-0.33875695504889114,-0.968725056236841,-0.14584092921506864,-0.7389224256694082,-1.4156750102585103,0.3989978658253568,-1.874988892245899,0.5611057889694626,-0.09877873563217676,-1.8509498295177784,0.7425578465822369,-2.1899938053419943,2.828618968386021,1.193921852387847,-0.3034901365705611,-1.5178178618565852,0.42961004626567156,-0.5612037413582627,1.7050380502841689,2.563202247191021,-2.694681100933094,-0.6723558313938449,-2.2433954092680897,-0.6104207543056406,-0.5094243504839557,-0.029655990510069064,-2.782296889006941,0.3718459495351878,-0.11661633226685009,0.014183190083105757,0.7026118833053152,-1.1251852850020283,0.7821874583351818
2001-09-01,-0.3847798204360875,0.6494419297703002,-1.5704990586914103,-0.6012247170161356,-0.22223120126065865,-0.24958402662229595,0.6559120723275802,-0.16064257028112205,-1.545524100994644,0.7345575959933237,-1.0731878958479935,-0.9279086366880906,1.3894455577822207,-0.40157095099611073,-0.3420297091499158,-1.1535205305489016,-1.76604516645128,0.41548217800131404,-0.7283168178157551,-1.1620306485583543,-0.05213764337852478,-1.137812898547097,-1.5688285055113993,0.046270590412733625,-2.03039362232188,0.18171505398933974,-0.7037833960910955,-1.9251626898047713,0.5427588032830277,-2.1794684579439227,2.8033472803347337,0.4669540229885083,0.60882800608828,-1.7237581231413168,0.5798542080848179,-1.2910974328178892,1.8316783958353344,2.5704225352112697,-2.9084687767322537,-0.8885438233264265,-2.078441603617709,-0.8326061663758044,-0.6878980891719677,0.08169934640522847,-2.4937572831696397,0.05302226935313126,-0.860990287791219,-0.6217323724742152,0.39785768936495547,-1.2747875354107596,0.3807668467191938
2001-10-01,-0.27061672126477143,0.30056179775279634,-1.9271134616973828,-0.7383222646829668,-0.04848288958021474,-0.498028636646608,0.35486160397444344,-0.5130671797338504,-1.521388938607482,0.3994673768308976,-0.9571906747313563,-1.0201660735468576,1.001335113484636,-0.5390230971057175,-0.02998650607227704,-1.5164339116941705,-2.067183462532307,0.20767296972346028,-0.9480749347212769,-1.6240121800913387,-0.5258773300010344,-1.3532104354786245,-1.6906474820143957,-0.5723781388478622,-2.1834682800960903,-0.3264303632718457,-1.4527087430716956,-2.9332324978392332,-0.14536804546055881,-2.6559649762860293,2.4958402662229595,-1.3464991023339312,0.6711409395973034,-2.185612300933548,0.5974112180550994,-2.406691664263061,0.09631127805065365,2.2456140350877174,-3.579361011447113,-1.050908777672499,-2.1733460836303564,-1.4931864308495135,0.051177072671437784,-0.3255641879393312,-2.56290306412269,-0.10598834128244805,-1.5596221258392218,-1.3411095145521745,0.3816793893129722,-1.914391641388613,-0.18570102135561095
2001-11-01,-0.42692471894122397,-0.12055624088819217,-2.2476920282076374,-0.9857693447969162,-0.12506051315154254,-0.9111617312072884,-0.31802120141342094,-1.229442759061139,-1.9476707083599276,0.19960079840317668,-1.0575171846542553,-1.0211351222987441,0.7450771687067537,-1.1405452660255833,-0.34410532615201106,-1.9638206517913814,-2.841918294849033,0.32747516646653985,-1.130774212746577,-2.169032444959451,-0.5474167144570163,-1.5716895662837516,-1.7378785541673158,-0.867398726584856,-2.386630597280559,-0.6728572326912041,-2.1572472811552945,-2.917184376857007,-0.2109426499670386,-2.7002338497515432,3.039134054954218,-1.9182502689135794,0.6713457430576719,-2.184799955973793,-0.42812448542728365,-2.5497971228329086,-0.374244314365213,1.7192982456140316,-3.750427642832721,-1.180525635501939,-2.063381507922668,-1.5332197614991494,-0.22947475777663762,-0.6136783733826201,-2.5575704756477746,0.05306447333510711,-2.1166217057480785,-1.6448755799240877,-0.5004549590536755,-2.0566419420094406,-0.644392461490928
2001-12-01,-0.4271678769756537,-0.400235103137514,-2.1559997352571303,-1.3029798260225767,-0.3337622647579308,-0.8264462809917328,-0.4590395480225995,-1.5615041427661014,-2.1008510747054454,-0.9262322196493589,-1.2618111391513587,-1.421127427759361,0.4644990046449804,-1.5657521286660425,-0.7356961773624326,-1.8902589831466643,-2.964596349381343,0.3063122196696133,-1.2442033423746723,-2.733147994367613,-0.9723883313400128,-1.905832396652929,-1.8097686375321387,-1.4808682855040556,-2.523507622168397,-1.1412924196026464,-2.711954830391672,-3.1353046110600524,-0.38892551087673644,-2.752696033631885,2.4834437086092676,-2.201539287632015,0.33516148689825,-2.426142927875896,-0.7730263157894823,-2.765300716375285,-0.7459118293965727,0.8726003490401313,-3.684413580246926,-1.0807539339443228,-2.0849690307947144,-1.2296274738067603,0.025588536335718892,-0.5703281238426672,-2.461497074450203,-0.1855779427359483,-2.4844720496894457,-1.817568896255295,-1.0405670336299133,-1.8402002570867881,-1.1868131868131848
2002-01-01,-0.4841925377385481,-0.07018331882877593,-2.1351252937866216,-1.3333333333333308,0.2588473205257902,-0.4552980132450313,-0.5458707518929407,-2.1549675170337568,-2.57094225541753,-0.8569545154910929,-1.000706380974803,-1.7806267806267817,1.0494155154091578,-1.7242890763555896,0.187509375468764,-1.8479985893140594,-2.838749233599014,-0.8815846756639045,-1.1053975583307118,-2.504258326387143,-1.371143658460583,-2.9362646127769954,-1.8040837425691403,-0.6271905552481027,-2.46823243860651,-1.2118679481821992,-2.730102267674528,-2.754041256191142,-0.7776972253344727,-2.2893772893772923,1.9793814432989665,-0.8477633477633306,-0.03030303030303605,-1.8736911716080717,-0.7704918032786945,-2.642409988586436,-1.4645744174988207,2.2167487684729092,-2.5991495270328957,-1.3038597703134314,-1.627581379068943,-1.0188857756267988,0.5361245851416951,-0.6800206962820687,-2.16884564710651,-0.9222661396574461,-2.8794577070439087,-1.0837577815506538,1.0879558688323687,-1.7043148924658302,-0.4017305315203945
2002-02-01,-0.34144259496371454,-0.30246170218724,-2.408323271085222,-1.5676994749685758,0.2989778190780168,-0.7838283828382808,-0.9134024240294969,-2.3270539813202595,-2.4964409192597015,-1.0883905013192696,-0.7207420098068185,-1.7278106508875735,0.7551669316375298,-1.6709052029438065,0.17735368321134537,-2.0908866908374124,-2.689426501289449,-0.6429116268933277,-1.132688912583668,-2.635687057542202,-1.5581987222770488,-2.8602777985586303,-1.8431514275388583,-0.29501244583756137,-2.403158947970274,-1.3892223068813991,-2.7440515899488482,-2.584796597229788,-1.0654390003288383,-2.2547294324681055,1.6844700082169206,-1.3789398280802168,-0.09085402786190855,-1.955599625406268,-0.7864984433884947,-2.511913415717637,-1.7708333333333326,2.2291884360849723,-2.6806981074877667,-1.3287316652286552,-1.4121568283483876,-1.1532305005820809,0.5612244897959195,-0.9839461418953865,-2.2219225193027436,-1.1052631578947314,-3.1574916791846985,-1.018473986476931,1.7262638717632672,-1.687220490581376,-0.919570573741646
2002-03-01,-0.4688832054560943,-0.3257784426951571,-2.5264725347451944,-1.6895264150246003,0.4566394568819243,-0.2686505476337975,-1.2786827815729485,-2.0608750792644237,-2.219391005223592,-0.7933884297520621,-0.5620636611051943,-2.821537738067248,0.7000396248844298,-1.5502360080916988,0.27260222583469496,-1.8738751455693925,-2.469211822660089,-0.7621121393576513,-1.088078369631762,-2.8605655788288997,-1.6972905636873148,-2.8000797885603057,-1.6603734547147364,-1.269899696328325,-2.3894264303471524,-1.3895118974348364,-2.8110127652003825,-2.2579410639112063,-1.2732165124368366,-2.1381337252020516,1.3109381401065212,-1.2513407222023543,-0.7854984894259842,-1.4513627298914256,-0.508363397835343,-2.4082052229755457,-1.3721964606794756,2.5095852213314895,-2.591122964504866,-1.1564684560283145,-1.0472586464841949,-1.308710193398288,0.10196278358398647,-1.1739515652687604,-2.346990389479009,-1.0537407797681753,-2.8740215625461585,-1.1136864718186423,1.9227811105983594,-1.7981950193390772,-0.8910152306544461
2002-04-01,-0.4415325452214791,-0.24466285458637493,-2.322304734120151,-1.482744560180893,0.4087248593743542,-0.0414507772020678,-0.6134969325153339,-1.798503899411097,-1.6728909807131598,-0.6923837784372,-0.4266666666666641,-1.8715944089078507,0.964332892998665,-1.2192978898846962,-0.33174527948915955,-1.7320607988688619,-1.9653893695920854,-0.7396127909506167,-0.9646753428982358,-2.5572935612950265,-1.1751858977692264,-2.094989587776297,-1.5938729041606425,-0.9313906307635733,-2.3611459715299876,-1.340278285195351,-2.2137915643829498,-1.4910645762526098,-1.303721174004202,-1.7187961050457279,1.2269938650306678,-1.3983506633201803,-0.48411497730711517,-1.4421210272339002,-0.5071989528795839,-2.0100619015602894,-0.7200378967313958,1.7640954686959365,-2.4996199535257335,-1.0527224091811282,-0.8364148617714395,-1.6594490338076362,0.6898313745528961,-0.8208237817052377,-2.1411685241472522,-0.6863780359028571,-2.7445168938944886,-0.8047833602539023,2.3252232830304864,-1.6086336794950196,-0.2594775266074434
2002-05-01,1.1277658815131986,-0.1467136150234749,-2.3669326079384323,-1.2842402197312697,0.335380636819127,0.10392849719393915,-0.2983502983502917,-2.035299729686746,-1.5814835700005192,-0.7277538868673439,-0.715764566696242,-1.3523131672597888,0.9498680738786236,-0.968014892536806,-0.516003589590186,-1.5864022662889554,-1.7278751470861553,-1.009881637528498,-0.8498683055311651,-2.349042173501348,-1.2327057110163242,-1.8730358265241942,-1.5660651317154106,-1.2721238938053103,-2.154188900267695,-1.1863238580588464,-1.9710378117457683,-1.1927664486340972,-1.2191924488725636,-1.4418811002661958,1.1827079934747076,0.03597122302159139,-0.33272837265578836,-1.2881732370905064,-0.40956749672346193,-1.9714881780250382,-0.445413191811983,1.417704011065024,-2.1847568014985996,-0.7523998962207123,-0.5558006175562347,-1.5946989004587353,0.5603667855323513,-0.8804379994081013,-1.6275600162755977,-0.579862941486553,-2.6867355420971406,-0.7537546047038823,1.8421860607921392,-1.6087428726581643,-0.1013751763046633
2002-06-01,-0.3996003996004083,-0.2009713615809705,-2.3170124481327825,-1.0187767242981982,0.25436046511626564,0.3748438150770639,0.017562346329480505,-1.7062669430712885,-1.5838325662715702,-0.7920792079207817,-0.7636299058781715,-1.9435885280872256,1.0275326043999389,-0.9685984448237539,-0.7476262865402372,-1.360326762564379,-1.5744126944771453,-1.0735198438516669,-0.8285644068391829,-2.1718499050956352,-1.0828821324448068,-1.5354023509275394,-1.558603491271815,-1.2458471760797396,-2.077973481100337,-1.3031764927009748,-2.0392647913778372,-0.7335502730130727,-1.584184341450634,-1.1411211144455424,1.060358890701485,0.39292730844795454,0.0,-1.1938475206840993,-0.2621231979030192,-1.8863763001485845,-0.6248224936097668,1.6591773245765662,-2.0509579128615396,-0.42475728155338954,-0.09716456143449292,-1.574774512656374,1.3513513513513598,-0.7412898443291294,-1.573414716853172,-0.23771790808241322,-2.6026174895895315,-0.6802721088435382,1.8387986515476573,-1.4350812759300724,0.06170662905498059
2002-07-01,-0.07142857142856673,-0.16482058301789948,-1.97940484336665,-0.6220897746321397,0.5139827593184654,0.1249479383590213,0.24621878297572675,-1.0745789895749924,-1.265985641870171,-1.2867040580666567,-1.2185743862762388,-0.9780534351145009,1.200052749571423,-0.7681526235575831,-0.7114228456913896,-1.2555128752311795,-0.8039386763056156,-1.021628083903925,-0.6587174383993477,-1.3386978785661974,-0.8407310704960813,-1.8390978581699913,-1.2716943764006894,-0.8685207428624109,-1.585350422097287,-1.1406366197773132,-2.0595889796284683,-1.1237811931911978,-1.302460202604916,-0.3237811685894987,1.0582010582010692,0.161145926589068,0.21257212268448455,-0.9304657900601754,0.0,-1.4347821019383034,-0.30300160969602974,1.1671815997253532,-1.549166338453467,-0.2951388888889017,-0.05302695536897328,-1.646377236726304,1.0738941447200112,-0.8804379994081013,-0.3005977796754933,-0.1849405548216665,-2.1821660239739304,-0.8866855524079398,1.8810215629301297,-1.3970287583480956,-0.16755588870762672
2002-08-01,-0.24275310581178822,-0.04048582995951344,-1.70654174334951,-0.5637694145758654,0.43234070063435937,0.18703241895261513,-0.0877808988763995,-0.9172835532668011,-1.1478242926049154,-1.1254551473022345,-1.0252459405001857,-0.6687365655600686,1.1597258829731283,-0.6885431053838431,-0.5589953124608416,-1.0791751255475934,-0.5000937675814221,-1.3654096228868595,-0.6851003874603689,-1.2016852903462216,-0.9389181576339278,-1.8269910164530168,-1.3215400624349671,-1.072088724584097,-1.4217923639788466,-1.1075750596708622,-1.8202247191011267,-0.7554452715743065,-1.2240868706811403,-0.3613739661724069,0.28317152103560783,-0.01787629603147156,0.5783866057838649,-0.9157918248827279,-0.08226390259954419,-1.1696384753803413,-0.018942981625313937,1.198219787743926,-1.3890412762502469,-0.5293760305475903,-0.17721070352649804,-1.3891935365942798,1.126472094214015,-0.6748739246514535,-0.28004508042757115,0.0,-2.1644114477308185,-0.7402575302059233,1.031396936144402,-1.5604770017035863,0.05732680689687353
2002-09-01,-0.14306151645206988,0.0921787709497357,-1.5116688757277341,-0.3808385916439616,0.6114845711508776,0.5421184320266725,0.31701303275801784,-0.8045052292839916,-0.9195938244741519,-1.0606562810739129,-1.1203983638627069,0.4322766570605152,1.3835814995388107,-0.38749906195210126,-0.5962222556240349,-0.9921130580635817,-0.35078927587072206,-0.8928571428571397,-0.5185002292688035,-0.929531927400995,-0.8868022952529975,-1.6365659938281096,-1.057346736809217,-0.8694847840162723,-1.147942966124782,-0.8660368852029365,-1.6658390140400048,-0.6469449820293072,-1.5470704410796565,-0.21645829445793296,1.2210012210012167,0.2681444404719402,0.030257186081694698,-0.4146819837489546,-0.09883050568275653,-1.2249195671248936,0.0662690523525633,1.441812564366618,-1.074889867841411,-0.08703977717816613,0.0,-0.6636113657195186,1.7957927142124186,-0.8756957328385884,-0.4097520999795101,0.2119766825649183,-1.8661537999218658,-0.5090288639272078,1.56988263984148,-1.1614401858304313,0.01323218066338061
2002-10-01,-0.5569837189374649,0.6763379729464836,-1.03641787020341,-0.5419750317709471,0.2587008367355148,0.7507820646506902,1.2729844413012614,-0.8541498791297286,-0.6828685672742418,-0.8620689655172487,-1.2925412071623343,-0.5512943432406492,1.4011896893588949,-0.16196822142491296,-0.787381892716088,-0.23633889565279897,-0.14449051388365497,-0.6762652705061045,-0.28130639397048185,-0.5453607487655776,-0.7380266945825609,-1.2551346417161158,-0.6690711410799244,-0.371402042711233,-1.1133750545772036,-0.621301152039766,-1.2836213543792718,0.1725193388613766,-1.4094759131815793,0.3410538940109564,0.7305194805194759,2.2747952684258443,0.1818181818181941,-0.10105546822366529,0.03299241174528067,-0.14777335114495305,2.174540556143567,2.23061084420042,-0.611322760698152,-0.30469226081657474,-0.2754820936639035,-0.5187637969094938,1.5856777493606034,-1.4327072971568544,-0.16460905349794386,0.3978779840848823,-1.744273772520133,-0.08852842904873981,1.095057034220548,-0.7834513091883655,0.5581395348837059
2002-11-01,-0.41446334143205865,0.9754385964912293,-0.809258320662265,-0.2881952241934327,0.2544734822474526,1.0031347962382364,1.612903225806428,-0.711283543485286,-0.5883578048526461,-0.9628154050464688,-1.2232052728460285,-0.35988483685220896,1.5847860538827252,0.18919919384692285,-0.552970024520838,0.1328259620907657,0.06934375590998965,-1.098901098901106,-0.2938937379388551,-0.06662471777028056,-0.3826798070874382,-0.9687507945790652,-0.5598869760870651,-0.0744670948524595,-0.9900268018305458,-0.4030726374878779,-0.9156341107871668,0.0723387680151566,-1.6712907913859154,0.3943069585789827,0.40404040404040664,2.6503381465911247,0.4243710215216856,0.1125239113311638,0.04961137754257994,-0.1514076176957535,2.46580620304373,2.7940669196274692,-0.413204780734866,-0.19183815835368545,-0.44448395412926,-0.3828314805271349,1.7889087656529412,-1.1010266329415264,0.18231854145167592,0.21214531954387716,-1.5021654199097512,-0.014293882218407994,1.798506325255289,-0.4888123924268406,1.5192572520101422
2002-12-01,-0.6292006292006214,1.2069353116394232,-0.8929024402617891,-0.20627836327494764,0.07665926971958115,0.854166666666667,1.684994678964169,-0.5179669796050446,-0.49340817125701486,-0.5676126878130128,-1.2363290537327765,-0.1681883709754861,1.7701453104359333,0.24508626075256945,-0.5258150132705697,0.15125324114086958,0.006312334301217248,-0.7089104591558537,-0.4217315802530264,0.11878247958425625,-0.3833228313379622,-0.7970055001018439,-0.6754633993088177,0.08402576790216276,-0.9591668950397314,-0.31081838268720574,-0.6306265137321243,0.290194765332874,-1.6213354509959643,0.6014585369521042,0.3231017770597866,3.330893118594447,0.7591861524445687,0.21425349571493335,0.48068954085862536,-0.05330174711282165,2.8037383177569986,3.356401384083041,-0.5029263190689082,0.06118346298400468,-0.24946543121883158,-0.3093922651933756,2.2000511639805653,-1.1844457687723575,0.2861476935806406,0.42496679946879556,-1.5074309978768574,0.0543633762517981,1.7982322462663847,-0.43421324695017693,1.3834519572953674
2003-01-01,-0.48654836863193385,1.1461962018204375,-1.1111486943579996,-0.09009009009008917,0.30658759933841484,0.997920997920998,1.6643059490085044,-0.6801619433198458,-0.9126228781518031,-0.3989361702127603,-1.1178499227018635,-0.16920473773265332,1.551202839489929,0.12213866168961918,-0.7112020562473509,-0.34493909669073286,0.2145516501546041,0.6258921708575782,-0.5199674578189595,0.5389933833915617,0.4476040021063721,-0.6265889422459647,-0.21057064645187973,-0.43623538147392615,-0.7667111932514681,-0.3087986463621073,-1.0010970927043394,0.7164045446913292,-1.428096977748261,0.1199625117150882,0.4043671653861658,2.9652537747862473,0.5153076689906166,-0.3650454902841771,0.2808524698496795,-0.2285457150638992,3.378052311552948,2.3063683304647142,-0.8107987704370268,0.18372703412072866,-0.29354207436398383,-0.6470350354766286,1.3712544438801322,-1.5405224380442117,0.3453157912911342,0.5053191489361675,-1.7995326677389012,-0.03146723116972394,0.9549795361528002,-0.7430851795789284,1.1258366207171688
2003-02-01,-1.3561741613133504,1.1643585493974484,-1.1525228385959596,0.011268875366243769,-0.21752265861028075,0.7068607068607013,1.4004609111859523,-0.7293354943273878,-1.1002763727381848,-0.633544514838269,-1.362689675691764,-1.0356454720616637,1.5253122945430686,-0.017150775901098037,-1.0672252144424577,-0.1581880280424275,-0.09464916708733506,0.27418293485412804,-0.7337211152560918,0.7308251612662575,0.6489737772384263,-0.7136622683164839,-0.30507048180096197,-0.9338881183541314,-0.9959174706625551,-0.3334109528144169,-1.1980976769709328,0.9236453201970418,-1.6087216645615965,0.056261955665570795,0.12121212121212199,2.778282186308334,0.5456198848135863,-0.505674794920774,-0.03303055326177029,-0.37637590247365793,3.6922780294996516,1.5672913117546816,-1.243770024919888,-0.08744316194473356,-0.5160142348754393,-0.7360789076588992,1.3444951801116156,-1.3598326359832713,0.17241379310344307,0.39914848323576724,-1.967821405760528,-0.22293994912395698,0.8181818181818068,-0.6892273761113787,1.3277676628624668
