,WV,FL,IL,MN,MD,RI,ID,NH,NC,VT,CT,DE,NM,CA,NJ,WI,OR,NE,PA,WA,LA,GA,AL,UT,OH,TX,CO,SC,OK,TN,WY,HI,ND,KY,ME,NY,NV,AK,MI,AR,MS,MO,MT,KS,IN,SD,MA,VA,DC,IA,AZ
2008-04-01,0.6794231835829168,-2.8412907720249847,0.050207524434320305,-0.018066847335140857,0.37955756623087034,-1.6522264759218142,0.0,0.8403361344537785,0.7470832221602386,0.45469308216954385,1.1658717541070507,0.6852444038373706,1.0357142857142954,0.044733737017499386,0.16470819607650178,0.05221023320571838,0.3524585427861604,1.3259553142618508,0.5665820248397679,1.677092138630587,1.8851081705524075,-0.13693693693693776,0.4213761649811687,0.9943067917568937,-0.6186705947339388,2.643757954413961,1.5450828491500035,0.020598383026926292,2.105130467666716,0.3184827339416829,3.6224312086380994,0.8860963428387381,2.7186098654708557,-0.13469827586206629,0.9429361079499099,1.3616795966758133,-1.0111925897336893,0.9769933816577314,-2.1193660574656326,0.0249024653440566,0.6598940696361799,0.29939052642835584,0.5410279531109063,1.5907605142732484,-0.42767883992115285,1.3323464100666094,1.031146695781393,0.5228654086047335,1.3283280392722974,0.7855822550831837,-0.7781810019080515
2008-05-01,2.0801553182637544,-3.1723502533646974,-0.16712626389236984,-0.014448257178978352,0.007656381594078887,-1.991550995775504,-0.21357742181540296,0.37197768133911957,0.4333405960248893,0.19442644199609838,0.822803408756978,-0.18219084491004622,0.7967653704364475,-0.31012268945647126,-0.2771985772108465,-0.09032168415201713,-0.04616006000807138,1.083333333333325,0.41920402987907224,1.4239438520718073,1.756593781133664,-0.3290975041437383,0.11888839352056646,0.41543500838858716,-0.7929207447200048,2.4757379603535634,1.4396218306832909,0.020596261778482727,1.8814497860558665,0.19668848120730775,3.6073534512660377,-0.06387735547749296,2.514668901927908,-0.3223726627981982,0.7634827810266254,1.1199430264880794,-1.3261372397841198,1.4469959106637287,-2.237063328974387,-0.06641760066417035,0.3992362437076791,0.2207741338176028,0.5635707844905413,1.364791288566236,-0.334302811486642,1.230920728705076,0.7265021946420536,0.34214783969443996,1.8387143477631263,0.6720695789681708,-1.088053841839598
2008-06-01,0.38711461357667787,-3.530716234567133,-0.3274033241460028,-0.22728092644035414,-0.2220605689345012,-2.153350774803786,-0.6995133819951427,0.18558614290131725,-0.053097772307098,-0.6778566817301601,0.48054383497420083,-0.6587914584279875,0.6051257712387237,-0.6064171607005453,-0.45372050816696596,-0.5020601779716749,-0.2884171665897606,0.6859993763641992,0.08778120105337184,1.1340310260120612,1.3891790265301962,-0.5976525934282328,-0.22265103161644983,0.0557546794105912,-1.1004556143444977,2.177517515023153,1.1151140847486696,-0.7995899538698059,1.3483005142355342,-0.420647369171534,3.4614053305642045,-0.8265776506119926,2.3709902370990132,-0.628390353939523,0.550696469063805,0.9551218841011844,-1.5299026425591111,1.4150943396226356,-1.8959229474471706,-0.033186758483350065,-0.034689098950646535,0.27439241679139137,0.2931889941362176,0.5836996468977285,-0.7337735974918269,1.1576354679802892,0.48033351459126905,0.23053685939899982,2.0851433536055675,0.21677724495827722,-1.7623607436938804
2008-07-01,0.8307947936859517,-3.6415476577545514,-0.3509944843723911,-0.34613304488912977,-0.29833620195066635,-2.599758162031429,-0.3660210462101743,0.10824184320394892,-0.16918429003021096,-0.6144890038809803,0.005853087503648879,-0.4789053591790271,0.47483380816715215,-1.0198684040768957,-0.7067137809187218,-0.26387056454412194,-0.3577817531305927,0.5400353100010413,0.00688562969084483,1.1603659356921758,1.3480328125816454,-0.90083597578553,-0.2376708259061222,-0.11936972783701538,-1.0173239955768465,2.1281276302701047,0.9598902982516311,-1.1722967761838787,1.5359538586922517,-0.794187827201831,3.3851468048359257,-0.9099616858237458,2.8141543605461283,-0.5929919137466322,0.08084074373484462,1.0330081058460783,-1.682300953562299,2.0846493998736504,-2.5001757386882817,0.21643219845168815,-0.5994787141616054,-0.15333594836501874,0.0,0.3819819819819825,-0.6322127446061199,0.8349705304518729,0.49867021276595036,0.17222649108397103,2.4710982658959546,0.44087648878068375,-2.376872066164959
2008-08-01,0.37287667449246165,-3.923091375962917,-0.46667224220121595,-0.3212300584710892,-0.46643217617371446,-2.4848484848484897,-0.9748667174409698,0.3099333643266755,-0.4586048756939465,-0.5514109633473874,-0.1579409183971925,-0.68415051311288,0.4148885727833118,-1.2571428571428567,-1.0378076007752979,-0.4097933669039877,-0.8353978222042979,0.4354136429608024,0.024121711263136447,1.057863451657326,1.343400156209329,-1.2885732111148407,-0.6229605458320964,-0.25421035907213785,-1.2240082583689804,1.9886716399377224,0.8868514630907098,-1.3883889545945438,1.2748406449193839,-1.0920603301081355,3.1724137931034457,-0.6077083000159855,2.6205742960691447,-0.5398402072986364,-0.14570179698883967,0.9196403999633063,-2.0493712156497534,1.6377952755905367,-2.4890327726558192,-0.09131661962475945,-0.8738536078906289,-0.224263135412206,-0.04497413986956911,0.07217610970768895,-0.6596350242759064,1.129388657009578,0.37473556965850197,0.13784328279078384,3.106487501806088,0.3815538451417799,-2.5108031589927027
2008-09-01,0.4141358365543857,-4.134460951616137,-0.8029441284710614,-0.39015931505363977,-0.6771749942612426,-2.211850649350655,-1.1748550503509203,0.26328016106549335,-0.6391857015364599,-0.4866969500324503,-0.37461952704285206,-0.8904109589041087,0.438388625592423,-1.4312564183712406,-1.0132310265112299,-0.26045284067232055,-0.9568826377680417,0.34186263337823153,0.029308828853680247,0.6577622659238891,0.06748689196904856,-1.6795834633011042,-1.060942511719709,-0.44511565058420466,-1.4024986620900903,1.4973027582394494,0.3930112349950887,-1.63673678809646,1.2111374703458688,-1.4730999146029045,3.1991744066047545,-2.006688963210701,2.644030058446978,-1.4630735302027742,-0.5983182406209431,0.6490006994530617,-2.3409550474412733,1.572327044025168,-2.8434572307403205,-0.09967605282831249,-1.2619932578442516,-0.36286019210244325,0.09023234829685922,0.3820095141992219,-1.2397660818713407,1.1059228311624425,0.1934294435881112,-0.12450331125827274,2.1491417856627892,0.3551463334429572,-3.023645503630601
2008-10-01,0.4278222467568371,-4.651016505636063,-1.1678490161959654,-0.4989875614694772,-0.8688662634922961,-2.680203045685281,-2.1682699648801207,-0.15491866769945517,-1.4126268591953428,-0.5849853753656209,-0.8243203741595928,-1.2565684258624588,-0.13008514664144544,-1.9701789778605483,-1.796436536529178,-0.459466044763146,-1.8863584080975326,0.35178479048112443,-0.46144839698336604,-0.6400160841738556,0.6364153774512271,-2.236245411138038,-1.6467803964106187,-1.3555291319857221,-1.896434039884154,1.2813931823798974,-0.17063390495691833,-2.125911471705866,0.809716599190291,-1.9795634991277122,3.048989379924638,-2.5027897337796756,2.302357836338431,-1.6707087038534074,-0.5982215036378413,0.008000640051220032,-3.642152675312582,1.2256442489000818,-3.127575893172563,-0.4816475668493525,-1.6149926591242814,-0.5307023792563093,-0.7851054284432446,0.360464277990058,-1.8006882036548322,0.9572901325478833,-0.13281815986476708,-0.34190299496422716,0.9024495058014503,-0.019704433497536034,-3.8849402746250927
2008-11-01,0.30353200883002085,-5.1725223127179305,-1.7099302990288723,-1.0546846781766872,-1.3385344959461531,-2.971102971102968,-3.3490637844420745,-0.5875985773929338,-2.136772703209977,-0.9082062925721779,-1.215095221404372,-1.8202502844141044,-0.7320817097650201,-2.6776252875345685,-2.2433618554931756,-0.8352474420547096,-2.7590963959303383,0.10341261633919352,-0.9273596916830051,-0.8012285504440109,0.5790807093738692,-2.840009594627013,-2.430606912192479,-2.095855741853847,-2.5665609558227165,0.9808478547510324,-0.694326120293054,-2.6803594351732962,0.4662729250854758,-2.6294253691513947,2.1450459652706977,-1.728276524243877,2.0165745856353556,-2.1891135972461284,-1.5297906602254385,-0.4371148139694081,-4.807319531674037,1.0034493571652758,-3.8604497976851504,-0.9787657597876587,-2.020202020202011,-1.137899153687505,-0.9201077199281871,-0.07911961447168991,-2.480718506894586,0.5883795047805895,-0.6480197721381642,-0.8233176258802377,0.817087155963292,-0.7007662584321173,-4.496181784317366
2008-12-01,-0.2202946440864495,-5.6088430658314365,-2.2595848514222694,-1.581512908467242,-1.734545732406212,-3.2192339038304874,-3.8227231190983924,-1.3592832869941285,-2.7604266769171493,-1.6520894071914372,-1.7693430656934295,-2.9024943310657636,-1.5556865055981195,-3.25161773633158,-2.744896208612113,-1.508096462575581,-3.819205145876403,-0.14464304163652741,-1.2197219928433922,-1.5874074568131724,0.283753804880571,-3.3461169702780458,-3.0307503075030717,-2.734097194784668,-3.045010795947367,0.499763369616657,-1.3700961620287555,-3.4427911749615125,0.5171339563862842,-3.253449011520404,1.2546625974906966,-3.641278422642702,1.738890422301953,-2.766415500538222,-1.9642569634519491,-0.8382373066922133,-6.156225831399842,1.3788780946411672,-4.568874250088218,-1.508245628573801,-2.749762951469692,-1.5858905522170619,-1.634938409854425,-0.17297297297298453,-3.320638738558168,0.5148320666830131,-1.0880048221820315,-1.267329876177381,0.42887776983560055,-0.8654035271749905,-5.174407759746313
2009-01-01,-0.892734514489768,-6.1124261104008815,-3.178737186550473,-2.3118260179608274,-2.4523264683447787,-4.051302931596091,-4.331190694827047,-1.938759809201418,-4.00739531310027,-2.4271844660194164,-2.6990867314292233,-3.360581289736597,-2.05552274069698,-3.694799935201687,-3.3315395528594416,-2.5777130169303386,-4.5830937320299086,-0.9568885687827877,-1.9432655796292275,-2.1900482609419236,-0.04136290781241447,-4.292040694195098,-3.997633952777646,-3.2550015878056504,-3.9778801843318057,-0.34532537009256403,-1.9417063222297637,-4.845972776583773,-0.7551841535128445,-4.216738960392519,-0.03374957813028212,-3.7438266687908284,0.6037321624588587,-3.9972062536936526,-2.352183019171905,-1.5733072442664642,-7.097975331626715,0.0,-6.755960100926739,-1.9555850182300216,-3.5723508651114733,-2.4058762996344907,-2.9523596510847794,-0.7972992386151567,-4.442438828720419,-0.5113221329437478,-2.1918879100393918,-2.1939435541357577,1.0170462684429227,-1.5776381251636495,-5.884770587356147
