,WV,FL,IL,MN,MD,RI,ID,NH,NC,VT,CT,DE,NM,CA,NJ,WI,OR,NE,PA,WA,LA,GA,AL,UT,OH,TX,CO,SC,OK,TN,WY,HI,ND,KY,ME,NY,NV,AK,MI,AR,MS,MO,MT,KS,IN,SD,MA,VA,DC,IA,AZ
1995-06-01,1.9803500153515508,3.3880103233852266,2.3111241132158344,2.851473189249809,1.8319265374269644,0.894085281980761,3.154917319408179,3.30388013830194,2.938716999163793,1.8174933737220567,0.7531380753138084,2.19471018570625,4.099359951234383,2.3297020606378727,1.0854549042826234,3.0834876418968094,4.028608962195301,2.3654568210262905,1.0917198431613873,2.599878672328626,3.366787256389303,4.557485776871806,2.908226773792011,5.276615527661543,3.170279126692721,3.6897134090528194,4.608794974300401,2.8131868131868076,2.7571251548946574,3.0768597083779436,1.9916628068550102,-0.39157188140964694,2.683423913043481,3.1279561077126816,1.8308795771989628,0.8379458794587791,6.7877629063097356,1.7428350116188929,3.41445695604794,3.330428889534298,1.4809923592113972,1.9978117275195606,3.270477312905129,2.5586171487249842,2.7967383684462943,3.2990314769975937,2.375705825643859,2.376904357102383,-3.0915397375961384,2.3229504487517927,6.294825440104335
1995-07-01,1.881597062872875,2.9967392992081177,1.740847748966834,2.9911214550469856,1.1372567148999035,0.7808911345889014,2.933507170795302,2.564102564102555,2.8507529446846647,2.3088569265707903,0.7388371345968592,2.995196383159082,3.0857661473302045,1.9874810784273667,0.8320449754040782,2.3412174330651903,3.7687894851499593,2.1947873799725626,0.6471559703498997,1.7549167927382703,2.937938227965464,3.8195707530011003,2.5217686305552434,5.094143467713974,2.843340234644587,3.0883592612460653,4.2057402671213495,2.797115083098145,2.160873577360811,2.812153106113535,0.4158964879852123,-0.6336190831159105,2.15851602023609,2.269298466180536,0.7157656809192003,0.4596527068437162,6.148038290413904,1.3152804642166283,2.7160434374322584,2.780182780182794,0.34709193245778813,1.5945422250928543,3.485647334504982,3.2661151327128435,2.4064466276630947,2.740138512496215,2.381361465241749,1.9723734891751832,-2.4353350476478575,2.560809789998486,5.85394581861014
1995-08-01,1.7207248363027228,3.093759141043062,1.7753530635331805,2.9877052703980667,1.68429844097997,1.162260711030072,3.2971800433839515,2.6615969581748944,2.563033965409467,2.458396369137672,0.8539325842696677,2.735138152386263,3.5427706283118754,2.3173473976859205,0.9364135920152394,2.7280374954933295,4.12505427702996,3.2310379241516918,0.916832898572939,1.7675138691781722,2.846420323325627,3.9816602316602223,2.3302938196555267,5.31829170024174,3.005787173733321,3.14450158884112,4.280375948363724,3.0369442705072025,2.499231005844349,3.153578019274139,-0.9090909090909038,-0.9146910584282408,2.462057335581802,2.903549479493295,1.1846558856713152,0.516548689496843,5.903614457831319,1.3092029264536231,2.7010818720464513,2.9482377796984593,1.2100178219679236,1.7291298053723647,2.5529445894981073,2.4442173394651823,2.214008636463438,3.594080338266381,2.4748911664895568,1.7243091179877545,-2.5676086295958855,2.6214689265536606,5.356621297973008
1995-09-01,1.3054037644201655,3.0578682290060666,2.3406265900995926,2.525793056209591,1.5272458819729495,1.282932416953031,3.0088115194498277,2.8289348775393908,2.526851495694893,2.451904941531491,0.7435420806358728,2.7004454342984374,3.346397347000307,2.509033663140192,0.9945927772952778,2.1455298145052204,4.413673734314161,2.2605887467395336,0.8153578195877254,1.7523564695801186,2.843329112466897,3.924510186324204,1.9267391060826533,5.565097904500171,2.9078653446722003,3.3023854099007988,4.380920162381607,2.8929484381819304,2.438837334151378,3.06883482088276,1.1029411764705843,-1.100130523960463,1.7125587642713214,2.3748675434769106,0.6535947712418277,0.5524086548275076,6.134397870924824,0.42048929663607293,2.741723437313248,2.6931525164740844,1.2183692596063667,1.9757449200867416,2.4552281917966434,2.4800407677934233,2.418825246260492,3.2471437161755823,2.3503689532659244,1.6346344362987875,-2.402311084080899,2.4335286164939074,5.554584134755491
1995-10-01,1.6443361753958774,3.2745289650088383,2.292733601851693,2.9263067694944356,1.2252418240442209,1.1899313501144038,3.5083943176926313,3.242320819112643,2.764227642276418,2.332580887885616,0.4925163106050734,2.5826159400166526,2.991581479254357,2.2974074677971634,0.8613938919342257,2.1412083101170154,4.2790363178712765,2.531017369727051,0.8303200749966599,0.7715057220007759,2.4586397058823595,3.541542139868503,2.164526439746539,5.394616788321183,2.4091210807856145,3.0141574059978637,4.149121329515482,2.7086063783311465,3.0354261123491932,3.0116553916374356,1.1937557392102782,-1.2472077438570484,1.4740368509212676,2.454409193105178,0.42934478252751873,0.21392553354047106,6.2383859835412725,1.074443591711427,2.8181818181818308,2.7334416515339965,1.4961889526677208,1.4604089144960586,2.8712296983758545,2.371072910491989,2.4200329007493915,3.0621435004503095,2.49385917030569,1.632908886982909,-2.2779391530347026,2.7583615182262378,5.687423829145155
1995-11-01,-0.4624794867969406,2.692745207898284,2.0705813974608134,2.62058973921937,1.1672257708745137,0.386539336061853,3.3512352309344795,3.0245746691871522,2.5212064090480713,1.9101123595505642,0.7099910451579872,2.072968490878946,2.2023809523809446,2.3823849869090807,0.625471197609806,1.4680278569167537,3.815921109046716,1.5573267933782997,0.6475149940787794,0.5547731831178293,2.1919532993761814,3.219005196733482,1.2696828565092133,5.1872871736662995,2.2239084753677085,2.809002955515716,3.8463685591469954,2.627482722121921,2.876156964736487,1.8058963117885796,-0.4083484573502716,-1.3382899628252898,1.6021361815754087,1.9139945314441853,0.0,0.13727184910263812,5.880031570639299,0.38255547054322214,2.2980302597773283,2.583166523686975,1.0117096018735339,1.340193849467508,2.4833958995090777,1.18417737465355,1.9568617466264149,3.323353293413178,2.233478379113407,1.4903276746940364,-2.433797642736868,2.3523261892315794,5.054401013182908
1995-12-01,1.1814601635867783,3.3041109881692066,2.1362638956893942,2.752254551641986,1.2391573729863659,0.661647273556909,2.974534560239661,2.859830667920993,2.5630474398918413,1.527001862197408,0.8060904612628761,2.2940851299060316,2.002967359050456,2.2153746350956904,0.4683579592974718,1.5767011775863482,4.008273304329224,1.9465319699396355,0.5857660751764859,1.3114195691050101,1.8944365192582024,3.2056594837792884,1.9335785133177241,5.203747601309416,1.926319257378717,2.8568551939389453,3.8951644315842193,2.602484472049693,2.8837351235886377,2.5203974472897572,0.2275830678197588,-1.3586450772380299,1.1655011655011593,1.7004699480583696,-0.4827330115113271,0.12579575344033866,5.845347313237226,0.5755947812739803,2.760160573885373,2.663115845539288,0.8408071748879031,1.38027048528242,2.5389497980380815,2.446431584275355,1.695222226246984,2.83075089392133,2.1148957803762025,1.4995898277276432,-2.5161092359619497,2.5977903851896134,5.124090101450096
1996-01-01,0.6361708573159541,2.948715772319077,1.677024227686208,2.5432349949135347,-0.4946640406723879,-0.33959701154629984,2.489361702127657,2.899642251929957,1.560487176484382,2.012672381662317,0.0,0.49545829892652105,1.5791027154663517,2.7418151140530256,-0.1281586938957524,1.8658478979688198,4.434163701067617,2.3862238622386123,-0.3395909645909634,1.7582698284303255,2.1139601139601005,3.251216993656869,1.3857324981985553,5.601262256283102,1.6930131764796963,2.6973353443941805,3.8032932305815725,1.9159456118664986,2.7070184776823103,1.6992148177974453,0.41058394160584655,-1.0995154677599706,1.8351685018351604,1.4184836471754059,0.558555203872646,-0.3321669455854881,6.99383283033721,-0.038314176245224374,2.502312563743736,2.1073521073521118,0.7270015844906386,1.8611911623438893,2.618705035971236,1.8383278771090472,0.9243545766383754,2.245862884160754,1.5155103007340909,0.5752573949991735,-2.971974129966115,2.340093603744142,5.873287671232874
1996-02-01,1.547095404216603,2.968387937012662,1.393252778426124,2.360940997592609,0.7381596442162186,0.06799637352674637,1.9915254237288016,2.8721606908203468,2.1793821670957225,1.9702602230483368,0.4144615188420575,2.61419922949917,1.5604298542617467,2.5423318429081077,0.6887321194545937,1.2794348508634146,3.9588506562610926,2.4309392265193353,0.6313661160492812,1.6863478039249147,2.139280837505697,3.5940491972308086,1.3793485486372603,5.2873305701803375,1.8692310663113387,2.5124368758066673,3.5349351008008734,2.0856472911267465,2.525980429340824,1.6872213071947861,0.5013673655423823,-0.5786820981892871,2.1312021312021256,1.7417083564943425,0.03700277520815032,0.16867683800683153,6.936114732724907,-0.19120458891013214,2.349801624787462,1.6778207182580829,0.5108675459780887,1.6150901260169048,2.664756446991401,1.866421158352849,0.9045045045044997,1.91627358490567,1.830833671125509,1.406239780234153,-2.117792549080222,1.8138742874065361,5.773160762942786
1996-03-01,1.2060907583295588,3.4003169358373553,1.2768853310410222,2.35368421052633,0.969541754321801,0.04524886877828038,2.0877266975959596,2.4463118580765775,2.201872320569276,1.4068863383931651,0.44560443058119237,1.9188596491228171,1.5305371596762374,2.614300003226533,0.6598362937802804,1.2996672538657217,3.930995475113108,2.4279583077866373,0.5577977459640504,1.8507538539725754,2.0563508293569566,3.530240338057933,1.360243295548802,4.958217270194987,1.2826183104820865,2.504313470530861,3.5199648003519934,2.0385539200591163,2.9554410427402145,2.5360576923076916,0.0910332271279124,-0.6344467251352848,1.6252072968490738,1.538650910881345,0.018511662347253655,0.0772973794921139,6.232258064516127,0.42194092827005925,1.727993973209041,1.6824889557289113,1.089892873777365,1.5728641220161377,2.6594223620245883,2.0889037433155178,0.4988157611426125,1.2023460410557352,1.73860305266349,1.5467954575120846,-1.936483346243223,1.890135853514474,5.8123725356900025
1996-04-01,0.6158930449151168,3.0085066958645656,1.3851308975576515,2.3351706147178852,0.6278149310768422,-0.13605442176871652,2.9212531752751847,2.4453985439611525,2.3371703336733107,1.8888888888888955,1.0598225116516646,3.4312379906670243,2.0624631703005214,2.4413228732058645,0.464301601423478,1.1938312196649425,4.12925121968466,2.387365328109703,0.9331378187427353,2.0839510356220003,2.3456579769409958,3.6660712717050847,1.2871505910948988,5.112247166036887,1.3029628492477796,2.83570162075768,3.7952435876311252,1.7233977307574255,2.7584643288996347,1.418183279096863,0.6839945280437743,-0.9728718428437921,1.8242122719734688,1.3577440560299747,0.018515089798198936,0.1090291335987148,7.1667524446731745,0.998080614203456,1.6236283747268487,1.758841234010533,1.3961280714817503,1.9316375198728197,3.588860178007458,2.7647453083109896,0.9563873009024615,1.944035346097217,1.7496046566400913,1.6934220830070457,-3.7140204271123523,2.239964515413617,5.138317651698676
1996-05-01,3.06766917293233,3.0391102748471344,1.5111860031550295,2.4946363215683,1.3286457857730083,0.47716428084525475,3.132275132275142,2.7077497665732864,2.7373325567850992,2.4145616641901846,1.4495530012771374,3.952786165248412,1.8953864237437612,2.626545144749315,1.0186473698858833,1.6308609063823143,4.130833215846619,2.602184853320222,1.109078435856392,2.402033467485687,2.361268403171013,3.8876384788518292,1.3414297543472342,5.344865823907741,1.5123598955934403,2.9162512462612256,4.019521824961614,1.8733929227378487,3.050898655792156,1.6332412633601523,1.3284470911589352,-0.6934032983508365,2.2908366533864744,1.7262562968423767,-0.2955301071296712,0.6265329724096658,7.240980870458347,0.9957870547682823,1.8568510997910792,2.0615645297938467,1.4499488800074234,2.141805008161146,3.585771658060821,2.1420801606560236,1.2155212716222552,1.8567639257294433,2.1825530481643707,1.9153587626847823,-3.645106250969443,2.085798816568052,5.281749369217836
1996-06-01,1.324702694565727,2.8899797282581297,1.5601544070340756,2.332019125912277,1.4437309286332578,0.6134969325153339,3.2693524572875,2.863518036444801,2.7474759196936205,2.4916325771662473,1.7122412471249682,4.377753303964771,1.6688625384277511,2.473064836785732,1.3805990963351444,1.4487660106216715,3.949768486039007,2.445286709866723,0.895505361624438,2.356617957597762,2.235393734123625,3.8845404021299546,0.9126896855069289,5.387502759991181,1.4197152915965239,2.7514951074861127,3.7069389092100113,1.9727600317595906,3.075067832378653,1.310689310689317,0.7266121707538709,-0.8798202920254683,2.6463777704267333,1.3820094172323216,0.44485634847080124,0.7267922035018248,7.315513492774017,0.3806623524933439,1.9903992506732138,1.8457790686779774,1.6824688603829907,1.7203019467620262,3.3095577746077076,2.561535252398839,0.9978105595635611,1.259888661002062,2.246586399408068,1.9602735265385807,-3.6414565826330514,1.724773347092201,5.169241063960306
1996-07-01,1.216216216216215,3.207705192629806,2.0885006650131155,2.2765316370940702,1.7826941536773777,0.0,3.5887692632467827,3.1529850746268684,2.435417935113504,1.368849426563079,1.2818877551020291,3.2098765432098775,1.9955979457080053,2.7141298417894255,1.3938836385938513,1.5407476927890018,4.065780265920216,2.1110433190969946,1.4100093491824062,3.3133681661781544,1.9027246115739693,5.860196215837421,1.4559894109861027,5.220927676412401,1.6507851295128217,2.9747745068886777,3.3160621761658016,1.8912818009883425,2.8829506962740004,1.427600271923879,0.8283479061205634,-0.2063015753938524,2.4430505117200463,2.206650685352507,1.5522723022255436,0.6265887137773207,7.532071637241211,1.030927835051565,1.85189526242997,2.0778734556345713,1.8696830887164673,1.8397107323081974,2.5474101330314136,1.8860051739965078,0.6359814595235713,1.348182883939053,2.134657984829147,2.3347443829371484,-3.2403100775193816,1.8708109302496778,5.307666629576047
1996-08-01,0.8832335329341356,3.242927480597513,2.072464547589603,2.1371624159953306,1.9666894820898895,-0.15769317413831807,3.40193196136076,2.592592592592591,2.6295930806292445,1.5503875968992498,1.6106442577030755,2.010323281716908,1.5206901593800337,2.5829344116871544,1.2138214543636616,1.7937919201372665,3.746177370030579,1.6314199395770501,1.1973999315771477,3.1609195402298784,1.8357379441980681,3.527500580181031,1.4631463146314472,5.11531314897804,1.490569282806864,2.902639100256099,3.480291019654702,1.9568520206624251,3.166028959411804,1.085314462908471,1.6513761467889854,0.09419743782970169,2.468729427254779,1.59059052958741,1.1336182865638422,0.614135262022586,7.179876121855644,0.7221588749524832,1.9339920117721343,1.847014925373136,1.2140871177015677,1.691833346509597,2.7439886845827433,2.194696150968478,0.7053095127278031,1.1370262390670405,2.037129954841954,2.4986985944820406,-3.165445189458904,1.8718343977097485,5.605455755156363
1996-09-01,1.2136649685346113,3.231436692764178,1.0139214432843158,2.238089273038546,1.8360298127613195,0.29405111965616904,2.691424994784053,2.437223042836023,2.323165276615402,1.6568483063328365,1.4379334478590078,2.249932230956908,1.5315052508751537,2.3688461324230303,1.2178206835330663,1.679591598145036,3.5225859925404057,2.0891534070205386,1.1410020314012836,3.1285527811697245,1.7965077233042415,2.9072956664838223,1.4452137597538162,4.544961492569688,1.0282188963783856,2.745586349738627,3.3273915626856887,1.6542446827849444,2.9647375907763562,0.8936338473704897,1.0000000000000009,-0.2262443438913908,2.6081214922416773,1.747442766682883,0.8905380333951607,0.7879010873288905,7.20912738214643,0.5709935287400159,1.8286724675445676,1.2833627824793137,1.3055555555555376,1.441285342994414,2.4527769946433464,2.5194762141554916,0.8798489651978603,1.1357018054746648,2.0527369826435216,2.544107612827773,-3.193643869761642,1.503152954978737,5.461071231363901
1996-10-01,1.0335530257639336,3.3599495343548336,1.6052880075543063,2.1271281688381993,2.1887513651255963,0.6784260515603879,2.703264711998332,2.1303948576675946,2.459723820483317,1.580882352941182,2.094074215517794,2.5717379534380136,1.955918843964377,2.8283842585951513,1.2727373558118815,1.8469451371571077,3.751724137931034,2.1539206195547056,1.3851203916285693,4.729700991025498,2.080062794348514,3.15485640063502,1.6795652889840307,4.674818742560327,1.3516089675156273,3.313876163735774,3.4716981132075553,2.2118247554232084,2.714797136038194,1.0325592435811437,0.9528130671506263,0.0,2.7401782766589777,2.103017372752203,1.1710037174721188,1.1257941550190553,7.246376811594213,0.7972665148063829,2.045232444506473,1.3768722671876343,1.2516224735768633,2.19260194021611,2.903862418945602,2.6304905285796876,1.1849948245707953,1.5729682493445862,2.013780248310759,2.9309617319614345,-3.207133917396743,1.8139262726740712,5.106803580253683
1996-11-01,1.2440047961630674,3.1991402827147297,1.820381870918375,2.213179421168454,2.1167385873268163,1.2004530011324954,2.9723550197463977,2.348623853210996,2.703401516892656,1.5803013597941673,2.1213083518577314,2.8973734091524372,1.965637740244608,2.913847326789276,1.5955823181729833,2.1214366493779835,4.240088105726891,2.1009418014972248,1.5998329948949674,4.859313330221116,2.2625448028673834,3.0639546592249545,1.7027101012866197,4.9098953275062085,1.3418603323245515,3.427602643799599,3.6716482098698933,2.202269004428792,2.565246486727646,1.0706384323641016,1.6856492027334857,0.0,2.1353482260183965,2.3475609756097526,1.971359494141689,1.1461718115353348,7.9140265871537,1.1051829268292845,2.299893028231259,1.514588366474623,1.5951034035055267,2.408784980517198,3.1276415891800635,3.5192563081009265,1.2450501230780286,1.2460156476383544,2.2910916769194767,3.134623488605781,-2.871038594289288,1.6853932584269815,5.819496958737447
1996-12-01,0.8832335329341356,3.158883432752191,1.6050851369826535,2.024425584765055,1.8087855297157729,1.5185856754306393,3.0964256026600134,2.176696542893719,2.7741158938499266,1.724137931034475,2.043536206130603,2.7830316130775357,2.065454545454548,2.7472789007711107,1.7648038181919068,1.9101342151332412,3.7235136803126956,2.163141993957707,1.7148168522488128,4.23636210809446,2.2792182337458833,2.9684228640261656,1.536106707483742,4.592274678111585,1.3081091358494223,3.148247846515262,3.5081141877778332,2.15509413402748,2.5507934153937484,0.8312977700732915,0.49954586739329176,0.4716981132075526,2.205398288347604,2.000364808171695,2.2201492537313294,1.2360719815223797,7.590391282813269,0.8012209080503485,1.7128591572085572,1.083935519733159,1.621271076523989,2.1030329187428976,2.560495216657288,2.783267457180494,1.0721282279608113,0.6664734859460841,2.1673470742473944,2.951635846372702,-2.659741894869372,1.4479045401629698,5.3595769042037
1997-01-01,1.851294400963277,3.7068794934371097,1.443857846437302,1.909722222222232,3.608745684695047,1.7719218537028736,3.6122067676977343,2.5983531564501394,3.6668684597422674,1.0595542564852067,2.1501946021821094,4.574089290605321,1.685311637367426,2.4215197069226813,2.594359360615961,1.3872787696112443,3.5507394534178616,1.8260451705910619,2.8217006776675824,3.9369090452682,1.9474359689749532,2.8431008372146183,1.957246733366147,4.215581643543231,1.617260930781228,3.557878246395596,3.7387170859370933,2.759248029108541,2.554231139409202,1.4253474284356749,0.8178100863243998,0.45223289994347216,2.0314547837483543,2.6507054296708077,1.7589335308276333,1.4552115399292909,7.41967132695609,1.6481410502108051,1.8835616438356073,0.9347524294308185,1.4064957897659047,2.561986718535092,2.187324733595042,2.7448071216617187,1.5276734284998872,0.4046242774566444,2.8858009263887485,3.997270156965982,-1.69814315188066,1.2485481997677184,4.560892770499758
1997-02-01,0.9858103061986645,3.3936725910838073,1.4236891966072251,1.959894372008586,2.576005825596228,1.540203850509636,3.8014125467386917,2.372262773722622,3.1950528214377716,1.057236602260292,1.7272034544069115,2.842585143470111,1.7103928105522748,2.539117841513705,2.0631404043201407,1.7786561264822254,4.006005596123674,1.6301090734747614,1.9542430388384657,4.277538744308451,1.882798573975042,2.565050476325892,1.9616414403584637,4.457921055431435,1.3629298252265443,3.937267748875417,3.9690584155774866,2.7865087040618963,2.863273157738977,1.60786947418321,0.5895691609977272,0.1314307172361806,1.85849364199544,2.422145328719738,1.3501017199925913,1.1306373604112352,7.205559619604962,1.7624521072796995,1.7420798818616134,1.3627514600908608,1.5987431845485789,2.8531062360189985,1.842031816913181,2.892120614575644,1.6785114817327917,1.1570726063060421,2.540967292509788,3.457172342621262,-2.274162981680372,1.4834205933682343,4.567165781141003
1997-03-01,0.9086846417399208,2.9265509089426933,1.4959683123497047,1.8717347484470848,2.5455204275749432,1.7186793306196435,3.408386696963439,2.406124681006183,3.1902750827531134,1.0952902519167473,1.875911020977239,3.3351264120494717,1.6814031018988373,2.8298994599608607,2.1103581800580917,1.549638675271492,3.918367346938778,2.2387166287561433,1.8837204899566418,4.124911638737561,2.042747411777812,2.4943310657596474,2.1548197043260053,4.692144373673046,1.7941902411239719,4.116606696346903,3.8890659866114063,2.8549010140028974,2.6056234358899033,0.7345758605868724,1.182355616189179,0.15023474178403884,1.7297650130548403,2.5033337374227083,1.7027577271885974,1.4776453904301157,7.056965869063525,1.5278838808250539,2.47622133253107,1.2756516916250682,1.5849612974566885,2.846752434207933,1.4763231197771676,2.9055491897200802,1.810391001606848,1.5068096203998849,2.7786057294254096,3.335689954367238,-2.0695102685624023,1.231884057971011,4.636470714209229
1997-04-01,1.089877575395648,3.921440368922813,1.456344998232595,1.92829537044652,2.477508024775066,2.2479564032697574,3.414232825997532,2.6056851311953455,3.3573482928496157,1.0905125408942284,1.7120475077389452,2.149681528662417,1.7176674364896227,3.364390454849242,2.3910336239103325,2.050052218311227,4.108100767298151,1.9490613416238256,1.5924227844757555,4.36496410937306,2.086570477247496,2.338784848741615,2.2361603490591797,4.408965954747313,1.7540868708681323,4.062799762011715,3.48714149645466,2.9603279874593103,2.3755240126498434,2.5392172397401325,1.1775362318840576,0.5290005667863307,1.4983713355049,2.842768820463082,1.8511662347278746,1.5576718504634934,5.811021731300281,1.7483846446218143,2.4647398843930635,1.7746556983085249,1.3310078942537107,2.5929969585900325,1.1917960088691837,3.0653839882602396,1.7237081092631446,1.4157757873446863,2.6388016269303316,3.1988962684891264,-1.028608164577316,1.2364425162689763,5.396281013879212
1997-05-01,-1.225561715786394,3.872303653824205,1.734155085030098,2.1548185847972467,2.437705582841443,1.8769787426503814,3.3860045146726803,3.14545454545454,3.0753968253968145,1.0155966630395419,1.447724554667329,1.795616583047277,1.8889689978370594,3.199937348265336,2.1765483799867757,2.0945841691097034,4.190360140806915,2.3328149300155587,1.6001357005541061,4.567267913288098,1.7480776677545995,2.1017979235249618,2.2388059701492713,4.421052631578948,1.8131286394918122,4.169290385081115,3.716590226158467,2.806490384615379,2.2277590502711497,2.0008665169955364,1.4918625678119302,0.3208152481600335,1.2333657903278006,2.4276828310888288,2.2600963319748146,1.3803990906794628,5.937986352208791,1.7823284034888198,2.2977644618575654,1.6233167312303953,1.4475492441594184,2.7516856998090367,1.5231237884242521,3.964938150241659,1.4851661041037634,2.256944444444442,2.5710330278858162,3.214445796247678,-0.9497746297488896,1.8185770178234861,5.112637801565745
1997-06-01,0.8616847422374008,3.899762269189444,1.4816378961445942,2.246085744733173,2.128041662925395,1.9647696476964738,3.145424836601296,2.765726681127978,2.9366087815897224,1.3788098693758855,1.3693467336683307,2.2949089949881207,1.9294456443484487,3.2496538344194192,2.1926325345951625,2.136340890719435,3.927920631706816,2.291442892946649,1.6092863738293106,4.914177256973096,1.8828336370161791,1.7702089518794484,2.228397079655653,4.001676094699347,1.7035807267101744,4.4384211417922925,3.969256685618028,2.6173933876377564,2.632348639953208,2.354750917051218,1.036970243462565,0.3966005665722472,0.9023525620367456,2.6720550093491724,2.0668019929876547,1.3623634482932578,5.732332260755579,2.0477815699658786,1.7265526345999316,1.2787488500459965,0.7678946887283988,3.187126508612259,0.9665838166252438,3.3680442564269386,1.4961441415828558,2.05439814814814,2.5064140517071287,3.0818855390904343,-0.6782945736434232,1.9636258242156535,4.8515376458112325
1997-07-01,0.6675567423231055,4.107765966079691,1.4102112676056322,2.5409165302782366,2.559841918534156,3.0309936189607978,3.1179947014469134,3.201302224633751,3.260592680648733,2.335766423357666,1.5930986713683204,2.57841573631048,2.2442813983599486,3.3672584689167007,2.3810178438866014,2.2567973503812677,3.678300047071481,2.796367112810727,1.8287864534336729,4.584515439332271,2.4582919014473514,0.44959315956421,2.2015655577299453,4.178418468609624,1.8597457467275147,4.294153742495177,4.740537401678724,2.886054727261844,2.9923909862452414,2.1526573095726143,2.8753993610223683,-0.13155421913174647,1.3857557202707094,2.483762328602346,2.117863720073654,1.9261616965379647,5.36262697850225,2.0030234315948414,2.2486133167622047,1.5037593984962516,1.47747086354042,3.168162309793199,1.214463152083911,4.365631910885415,2.2529277349328636,2.4002313475997683,2.2412093328951554,2.9337830527890185,0.46466912353788636,1.9593666401561904,4.633347421808964
1997-08-01,0.6825938566553003,3.9913996572795707,1.1276016510055387,2.4929502635988365,2.0898594826814776,2.278880866426003,3.086921202274584,3.0324909747292406,3.1815610859728505,1.8538713195201728,1.184136332310004,3.6750998668442003,2.3476883191704045,3.2361854457350736,2.093910370756591,1.9422310756971983,3.2022509546459466,2.128418549346023,1.5626173841184032,4.223332787153877,2.1664829106945893,2.180004483299691,1.8377968123170385,3.6809815950920255,1.7944227908640809,4.43674926955957,4.197491998530878,2.5630327233712835,2.458003054323332,2.068667164824811,1.895306859205781,0.28232636928289256,1.317057500803065,1.9856028794241087,2.2601984564498245,1.7580144777662898,5.2010850336124514,1.6603773584905612,1.7827272518961434,1.4563106796116498,1.5291639959710723,3.2029853066936287,1.0187224669603534,3.7989099487513167,1.5429465301478817,1.989045834534453,2.1275898242853364,2.679024885728798,0.06441223832527321,1.5492145842340488,4.131884286239296
1997-09-01,0.6365655070318166,4.072267040239597,1.4871587533179964,2.7772105370635014,2.1019278828989574,2.8642309427153956,3.6367330353514804,3.388608507570301,3.6270306859205848,1.6298442593263296,1.7876183905162213,3.446447507953332,2.2841545754920256,3.3221919937815647,2.4912982706169373,2.3417139353058447,3.0224179343474766,2.5461035098155893,1.955925967639005,4.262616364527205,2.2870965968442514,2.9345752440803397,2.031309246519686,3.7870927578335767,2.048701421086352,4.803273377410355,4.323278791363894,2.9804482594182113,2.835744928379258,1.8929299263207522,1.8001800180017957,0.07558578987150177,2.0592020592020477,2.0585243252947194,2.4273630011033553,1.9851960019134474,4.958484387790896,2.1574564723694234,2.024309998172158,1.717014048296761,1.5172287725071065,3.144409937888204,1.2933406714364493,3.508488278092159,1.2605932203389791,2.1307227181111443,2.1782502044153773,2.8422053231939026,0.20920502092052207,2.0299068121072184,4.790826744855758
1997-10-01,1.1860637509266025,3.7550391082986634,1.4291225362979665,2.8328034564278237,2.1552299951017595,2.0440251572327206,3.1585341162178704,3.3986693040819915,3.318826337217451,1.9905899384726755,1.359102244389021,3.272631301134865,2.29062276306371,3.2845838467917554,2.47515264353968,2.417935572729357,2.9380483913852506,2.1085050935797156,1.8527876031665835,4.187142102911912,2.52650079639698,2.9520398455425534,1.9595141700404772,3.7837279024087733,1.9580551114455114,4.25293521663983,4.490986766697924,3.21027287319422,3.4708103398199297,2.2437152478659073,1.7078651685393353,0.03770028275213999,1.8637532133676027,2.1910447761193996,2.480249862208339,1.9249616766767952,4.951071761416581,2.335216572504706,1.6325786077479254,2.0923189868771175,2.3257943411775672,2.6394998842324657,1.424657534246565,3.344885951478993,1.365127517725484,1.5486091195870522,2.215478987209596,2.7308274470232208,-0.2909326006142021,1.8750000000000044,5.349772739146341
1997-11-01,1.4063656550703074,3.723165652034588,1.5816148199930158,2.778680532986688,2.268582358436011,1.7009847806624734,3.148970528865558,3.4062387952671136,3.339953565134701,1.953690303907396,1.2873934946203036,3.3947368421052504,2.2561759246037427,2.9324381679978417,2.463673112640663,2.4592354985297993,2.363972530375058,2.4597918637653704,1.9127316198445765,4.225352112676051,2.6067907995618755,3.051027244305482,1.85185185185186,3.600082287595141,1.9457591465705137,4.328407849099647,4.490536686543933,3.318295144247907,3.595766275192114,2.263221670640636,1.4784946236559238,-0.09419743782969059,2.2515278224509494,2.049448912719698,2.2068210833485313,1.9287964159775184,4.07552383145291,2.110817941952492,1.4321111136368803,1.9405034324942783,2.309447740757631,2.540451208732075,1.2568306010928953,3.118986529826806,1.3706835799859096,1.6599885518030932,2.0999934984721635,2.6181795323107826,-0.48457438216765736,1.8798880677333818,5.1732173372689205
